Time (Gyr),Hubble Parameter in Voids,Hubble Parameter in Clusters,Total Cosmic Expansion Energy,Energy Difference (Chaotic Sensitivity)
3.807615230460922,72.41508611505888,72.41508611505888,10487.889394102787,4.6661129090352915e-05
3.907815631262525,72.46536432512612,72.46536432512612,10502.458053546521,4.862416608375497e-05
4.008016032064129,72.51465246615035,72.51465246615035,10516.74964457313,5.0587812438607216e-05
4.108216432865731,72.5629307444394,72.5629307444394,10530.757836444616,5.2548912208294496e-05
4.208416833667335,72.61017977185324,72.61017977185324,10544.47641300169,5.4504307627212256e-05
4.308617234468938,72.65638057359008,72.65638057359008,10557.899276108717,5.6450859119649976e-05
4.408817635270541,72.70151459580656,72.70151459580656,10571.020449048548,5.838545075675938e-05
4.509018036072145,72.74556371306875,72.74556371306875,10583.83407986429,6.030495933373459e-05
4.609218436873747,72.78851023563118,72.78851023563118,10596.33444464517,6.22063143964624e-05
4.709418837675351,72.83033691654092,72.83033691654092,10608.515950753725,6.408645458577666e-05
4.809619238476954,72.87102695856376,72.87102695856376,10620.373139991452,6.59423658362357e-05
4.909819639278557,72.9105640209299,72.9105640209299,10631.900691700233,6.777106864319649e-05
5.01002004008016,72.94893222589621,72.9489322258962,10643.093425796797,6.956960714887828e-05
5.110220440881764,72.98611616512257,72.98611616512257,10653.94630573753,7.133512008294929e-05
5.210420841683367,73.0221009058598,73.0221009058598,10664.454441411142,7.306474981305655e-05
5.31062124248497,73.0568719969465,73.0568719969465,10674.613091956451,7.475572965631727e-05
5.410821643286574,73.09041547461244,73.09041547461244,10684.417668502932,7.640534204256255e-05
5.511022044088176,73.12271786808641,73.12271786808641,10693.863736831527,7.801093852322083e-05
5.61122244488978,73.1537662050059,73.1537662050059,10702.947019953324,7.956993431434967e-05
5.711422845691383,73.18354801662663,73.18354801662663,10711.663400603791,8.107982648652978e-05
5.811623246492986,73.21205134283004,73.21205134283004,10720.008923650363,8.253818850789685e-05
5.9118236472945895,73.23926473692619,73.23926473692619,10727.97979841112,8.394269207201432e-05
6.012024048096192,73.26517727025085,73.26517727025085,10735.572400882562,8.529105980414897e-05
